3P7RGTLO6EE07HLUVDKKHS6O7CCKA5	 The  barren  islands,  reefs  and  coral  outcrops  are  believed  to  be  in  rich  in  oil  and  gas  and  the  overlapping  claims  have  long  been  feared  as  Asia's  next  flashpoint  for  armed  conflict. 	4	10	barren	10	10	6	2	1	0.4	['barren']	1	barren
3P7RGTLO6EE07HLUVDKKHS6O7CCKA5	 The  barren  islands,  reefs  and  coral  outcrops  are  believed  to  be  in  rich  in  oil  and  gas  and  the  overlapping  claims  have  long  been  feared  as  Asia's  next  flashpoint  for  armed  conflict. 	20	25	reefs	10	10	1	2	1	0.15	['reefs']	1	reefs
3P7RGTLO6EE07HLUVDKKHS6O7CCKA5	 The  barren  islands,  reefs  and  coral  outcrops  are  believed  to  be  in  rich  in  oil  and  gas  and  the  overlapping  claims  have  long  been  feared  as  Asia's  next  flashpoint  for  armed  conflict. 	11	18	islands	10	10	0	0	0	0.0	['islands']	1	islands
3P7RGTLO6EE07HLUVDKKHS6O7CCKA5	 The  barren  islands,  reefs  and  coral  outcrops  are  believed  to  be  in  rich  in  oil  and  gas  and  the  overlapping  claims  have  long  been  feared  as  Asia's  next  flashpoint  for  armed  conflict. 	30	35	coral	10	10	0	0	0	0.0	['coral']	1	coral
3P7RGTLO6EE07HLUVDKKHS6O7CCKA5	 The  barren  islands,  reefs  and  coral  outcrops  are  believed  to  be  in  rich  in  oil  and  gas  and  the  overlapping  claims  have  long  been  feared  as  Asia's  next  flashpoint  for  armed  conflict. 	36	44	outcrops	10	10	5	6	1	0.55	['outcrops']	1	outcrops
3P7RGTLO6EE07HLUVDKKHS6O7CCKA5	 The  barren  islands,  reefs  and  coral  outcrops  are  believed  to  be  in  rich  in  oil  and  gas  and  the  overlapping  claims  have  long  been  feared  as  Asia's  next  flashpoint  for  armed  conflict. 	95	106	overlapping	10	10	4	4	1	0.4	['overlapping']	1	overlapping
3P7RGTLO6EE07HLUVDKKHS6O7CCKA5	 The  barren  islands,  reefs  and  coral  outcrops  are  believed  to  be  in  rich  in  oil  and  gas  and  the  overlapping  claims  have  long  been  feared  as  Asia's  next  flashpoint  for  armed  conflict. 	49	57	believed	10	10	0	0	0	0.0	['believed']	1	believed
3P7RGTLO6EE07HLUVDKKHS6O7CCKA5	 The  barren  islands,  reefs  and  coral  outcrops  are  believed  to  be  in  rich  in  oil  and  gas  and  the  overlapping  claims  have  long  been  feared  as  Asia's  next  flashpoint  for  armed  conflict. 	67	71	rich	10	10	0	0	0	0.0	['rich']	1	rich
3P7RGTLO6EE07HLUVDKKHS6O7CCKA5	 The  barren  islands,  reefs  and  coral  outcrops  are  believed  to  be  in  rich  in  oil  and  gas  and  the  overlapping  claims  have  long  been  feared  as  Asia's  next  flashpoint  for  armed  conflict. 	75	78	oil	10	10	0	0	0	0.0	['oil']	1	oil
3P7RGTLO6EE07HLUVDKKHS6O7CCKA5	 The  barren  islands,  reefs  and  coral  outcrops  are  believed  to  be  in  rich  in  oil  and  gas  and  the  overlapping  claims  have  long  been  feared  as  Asia's  next  flashpoint  for  armed  conflict. 	83	86	gas	10	10	0	0	0	0.0	['gas']	1	gas
